,,R_Arm,R_Arm,R_Arm,R_Shoulder,R_Shoulder,R_Shoulder,R_Forearm,R_Forearm,R_Forearm,R_Wrist,R_Wrist,R_Wrist
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
410,3.416667,0.908097,1.370488,1.17104,0.816305,1.506576,1.104436,1.09428,1.222095,1.171194,1.198079,1.165252,1.139826
411,3.425,0.916698,1.370826,1.169036,0.823109,1.506768,1.104842,1.102997,1.222156,1.165075,1.205883,1.16493,1.131515
412,3.433333,0.925419,1.371331,1.166871,0.829811,1.506948,1.10512,1.111495,1.222234,1.158744,1.213537,1.164623,1.123043
413,3.441667,0.933879,1.371704,1.164571,0.836794,1.507301,1.105375,1.119999,1.222385,1.152222,1.221026,1.164323,1.114341
414,3.45,0.942281,1.372159,1.1619,0.843454,1.507383,1.105449,1.128278,1.222504,1.14546,1.228322,1.164148,1.105555
415,3.458333,0.95049,1.372619,1.159179,0.849936,1.507494,1.105495,1.136356,1.22267,1.138625,1.23541,1.164093,1.096627
416,3.466667,0.958613,1.373088,1.156299,0.856515,1.50752,1.105402,1.144277,1.222901,1.131628,1.242334,1.164143,1.087561
417,3.475,0.966621,1.37343,1.153498,0.862994,1.507526,1.10522,1.151964,1.223191,1.124466,1.249021,1.164194,1.078441
418,3.483333,0.974467,1.373559,1.150659,0.869523,1.507506,1.105103,1.159443,1.223399,1.117235,1.25551,1.164353,1.069167
419,3.491667,0.98223,1.373774,1.147686,0.875943,1.507459,1.104853,1.166696,1.223668,1.109909,1.261719,1.164487,1.059925
420,3.5,0.989701,1.373818,1.144632,0.882381,1.507395,1.104492,1.173751,1.224,1.102466,1.267649,1.164727,1.050583
421,3.508333,0.997076,1.373851,1.141113,0.888601,1.507344,1.10416,1.180544,1.224221,1.095085,1.273388,1.165075,1.041062
422,3.516667,1.004269,1.374012,1.13777,0.894856,1.507142,1.103964,1.187111,1.224519,1.087479,1.278846,1.165399,1.0315
423,3.525,1.01132,1.374026,1.134657,0.901128,1.507043,1.103556,1.193459,1.224866,1.079747,1.283991,1.165759,1.021842
424,3.533333,1.018306,1.373966,1.131469,0.907328,1.506932,1.103049,1.199565,1.225194,1.072041,1.288848,1.166255,1.012023
425,3.541667,1.025288,1.374015,1.128055,0.913458,1.506801,1.102423,1.205417,1.225581,1.064236,1.293442,1.166723,1.002129
426,3.55,1.032107,1.374055,1.124501,0.919534,1.50662,1.101796,1.211053,1.225989,1.056376,1.297748,1.167251,0.99221
427,3.558333,1.038841,1.374111,1.120951,0.925576,1.506496,1.10112,1.216492,1.226402,1.048354,1.3017,1.167819,0.982256
428,3.566667,1.0454,1.374186,1.117314,0.931625,1.506468,1.100222,1.221645,1.226864,1.040254,1.30541,1.168401,0.972149
429,3.575,1.051807,1.374369,1.113554,0.937563,1.506503,1.099441,1.226509,1.2274,1.032137,1.30875,1.168972,0.962244
430,3.583333,1.058092,1.374649,1.109674,0.943445,1.506614,1.098474,1.231112,1.227928,1.023991,1.311787,1.169706,0.95212
431,3.591667,1.064241,1.375002,1.105675,0.949278,1.506902,1.097419,1.235435,1.228483,1.015841,1.314538,1.170368,0.942124
432,3.6,1.070304,1.375336,1.101622,0.954917,1.506991,1.096204,1.239523,1.229029,1.007647,1.317019,1.170966,0.932197
433,3.608333,1.076259,1.375658,1.097497,0.960793,1.507245,1.095034,1.24342,1.229541,0.999511,1.319153,1.171645,0.922223
434,3.616667,1.08212,1.376047,1.093249,0.966764,1.507535,1.093765,1.247044,1.230102,0.991276,1.320982,1.172279,0.912181
435,3.625,1.087829,1.376465,1.089028,0.972435,1.507992,1.092419,1.250397,1.230609,0.983092,1.322409,1.17292,0.902237
436,3.633333,1.093354,1.376921,1.084615,0.97819,1.508458,1.090802,1.253435,1.231184,0.974827,1.323663,1.173475,0.892407
437,3.641667,1.098786,1.377389,1.080159,0.983916,1.508939,1.089016,1.256223,1.231791,0.966602,1.324546,1.174131,0.88245
438,3.65,1.10407,1.377929,1.075505,0.989449,1.509432,1.087009,1.258785,1.232349,0.958406,1.325179,1.174835,0.872631
439,3.658333,1.109192,1.37842,1.070786,0.994956,1.509916,1.084829,1.261125,1.232839,0.950186,1.325488,1.175553,0.862711
440,3.666667,1.114128,1.37887,1.065953,1.000279,1.510374,1.082551,1.263269,1.233382,0.941974,1.325578,1.175916,0.853434
441,3.675,1.118931,1.379371,1.060957,1.005431,1.510767,1.080201,1.265089,1.233965,0.933694,1.325419,1.176482,0.843662
442,3.683333,1.123477,1.379697,1.055971,1.010385,1.511066,1.077677,1.266724,1.234557,0.925334,1.324884,1.177172,0.833885
443,3.691667,1.127773,1.3801,1.050801,1.015282,1.511443,1.075073,1.268054,1.235082,0.91699,1.3241,1.177702,0.824209
444,3.7,1.131817,1.380515,1.045569,1.019954,1.511831,1.072428,1.269149,1.235514,0.908634,1.323064,1.178363,0.814628
445,3.708333,1.135579,1.380907,1.040239,1.024408,1.512081,1.069537,1.269938,1.236043,0.900313,1.321702,1.178982,0.805079
446,3.716667,1.139174,1.381246,1.034865,1.02877,1.512505,1.066714,1.270346,1.236256,0.892558,1.320106,1.179504,0.795698
447,3.725,1.142557,1.381604,1.029386,1.032919,1.512719,1.063688,1.270604,1.236749,0.884362,1.318217,1.180029,0.786359
448,3.733333,1.145731,1.381966,1.023862,1.03692,1.512904,1.060598,1.270622,1.237113,0.87617,1.316089,1.180467,0.777141
449,3.741667,1.148784,1.382226,1.018299,1.040836,1.513264,1.057372,1.270449,1.237339,0.868097,1.313719,1.180895,0.76805
450,3.75,1.15164,1.382469,1.012752,1.044693,1.513572,1.054118,1.269952,1.237637,0.86004,1.311113,1.181124,0.759019
451,3.758333,1.154351,1.382613,1.007178,1.04836,1.513822,1.05066,1.269311,1.237862,0.85205,1.308105,1.181458,0.750118
452,3.766667,1.156923,1.382754,1.001526,1.051925,1.514095,1.046999,1.268331,1.237896,0.844064,1.304964,1.181548,0.741274
453,3.775,1.159328,1.382867,0.995836,1.055372,1.514341,1.04323,1.267243,1.237969,0.836155,1.301476,1.181726,0.732533
454,3.783333,1.161587,1.382861,0.990099,1.058688,1.514571,1.039379,1.265856,1.237992,0.828289,1.297696,1.181767,0.723884
455,3.791667,1.163678,1.382811,0.984218,1.061824,1.514683,1.035281,1.264238,1.237779,0.82042,1.293733,1.181641,0.715341
456,3.8,1.16557,1.38276,0.978245,1.064824,1.514856,1.031019,1.262405,1.237655,0.812563,1.289522,1.181553,0.706889
457,3.808333,1.167268,1.382601,0.972151,1.067663,1.51491,1.026717,1.260334,1.237415,0.804779,1.285041,1.181257,0.698476
458,3.816667,1.168774,1.38239,0.965931,1.07041,1.515003,1.022308,1.258098,1.237027,0.797005,1.280322,1.180977,0.690143
459,3.825,1.169985,1.382185,0.95962,1.072868,1.514939,1.01769,1.255587,1.23673,0.789222,1.275354,1.180524,0.681933
460,3.833333,1.171027,1.381926,0.953268,1.075186,1.514858,1.013043,1.252773,1.236214,0.781414,1.270137,1.179983,0.673942
461,3.841667,1.171825,1.381643,0.946751,1.077308,1.514799,1.00828,1.249835,1.235677,0.773816,1.264714,1.179406,0.665871
462,3.85,1.172412,1.381333,0.940222,1.079204,1.514671,1.003396,1.246512,1.235049,0.766135,1.259031,1.178728,0.657835
463,3.858333,1.172703,1.380952,0.933677,1.080925,1.514542,0.99852,1.24299,1.234437,0.758498,1.253108,1.17805,0.650061
464,3.866667,1.172809,1.380467,0.927001,1.082442,1.514323,0.993526,1.239268,1.233706,0.750944,1.246946,1.1772,0.642374
465,3.875,1.172646,1.380088,0.920355,1.08378,1.514082,0.988421,1.235423,1.232976,0.743529,1.240649,1.176414,0.634773
466,3.883333,1.172282,1.379632,0.91368,1.084922,1.513846,0.983345,1.231217,1.232153,0.735974,1.234004,1.175468,0.627394
467,3.891667,1.171681,1.379121,0.907008,1.085826,1.513627,0.978207,1.226747,1.231393,0.728712,1.227256,1.174625,0.620021
468,3.9,1.170884,1.378495,0.900359,1.086594,1.513308,0.973142,1.222148,1.230452,0.721561,1.220361,1.173324,0.613314
469,3.908333,1.169919,1.377754,0.89369,1.087119,1.512975,0.967895,1.217378,1.229553,0.714522,1.21316,1.172463,0.6063
470,3.916667,1.168696,1.377082,0.887124,1.087476,1.512541,0.962726,1.212407,1.228567,0.707512,1.205719,1.171237,0.599039
471,3.925,1.167307,1.376371,0.880527,1.087623,1.512085,0.95763,1.207258,1.227558,0.700673,1.197967,1.170524,0.592475
472,3.933333,1.16568,1.375593,0.874001,1.087401,1.51147,0.952493,1.201943,1.226973,0.69341,1.190611,1.169241,0.585743
473,3.941667,1.163836,1.374651,0.867468,1.086931,1.510655,0.947065,1.196463,1.225896,0.686751,1.182758,1.168074,0.579454
474,3.95,1.161783,1.37381,0.86103,1.086463,1.510062,0.941859,1.190675,1.224947,0.680024,1.174673,1.167027,0.573198
475,3.958333,1.159532,1.372938,0.854614,1.085773,1.509468,0.936614,1.184738,1.223431,0.674099,1.166472,1.165879,0.567136
476,3.966667,1.157092,1.372036,0.848115,1.084864,1.508906,0.931334,1.178678,1.222534,0.667731,1.158045,1.164848,0.561225
477,3.975,1.154427,1.371074,0.841765,1.083713,1.508314,0.925962,1.172392,1.221455,0.661454,1.149557,1.163696,0.55537
478,3.983333,1.15154,1.370151,0.835418,1.082516,1.5077,0.920739,1.165949,1.220485,0.65529,1.140987,1.162578,0.549776
479,3.991667,1.14836,1.369218,0.829125,1.080982,1.507111,0.915287,1.159585,1.219358,0.648918,1.132302,1.161439,0.544239
480,4,1.145189,1.368225,0.822772,1.079356,1.506469,0.910111,1.152881,1.218418,0.64285,1.123589,1.160331,0.538854
481,4.008333,1.141683,1.367349,0.81657,1.077461,1.505897,0.904664,1.145796,1.217164,0.637203,1.114787,1.159218,0.533687
482,4.016667,1.13808,1.366407,0.810471,1.075485,1.505241,0.89958,1.138828,1.216119,0.631433,1.105932,1.158113,0.528531
483,4.025,1.134186,1.365537,0.804311,1.073284,1.504715,0.894256,1.131783,1.215078,0.625848,1.096951,1.157069,0.523542
484,4.033333,1.13025,1.364532,0.798256,1.070825,1.50413,0.88899,1.124555,1.21404,0.620336,1.088034,1.155588,0.518538
485,4.041667,1.126127,1.363652,0.79232,1.068222,1.503698,0.883699,1.117269,1.21286,0.614895,1.078938,1.154494,0.513833
486,4.05,1.121753,1.362762,0.786448,1.065467,1.503121,0.878684,1.109842,1.211695,0.609581,1.069762,1.15329,0.509219
487,4.058333,1.117247,1.36186,0.780718,1.062534,1.502622,0.873502,1.102284,1.2106,0.604412,1.060524,1.15221,0.504775
488,4.066667,1.112654,1.36093,0.775156,1.05941,1.502067,0.868449,1.094706,1.209456,0.599341,1.05124,1.151146,0.500508
489,4.075,1.107871,1.360082,0.769396,1.055977,1.501526,0.863308,1.086779,1.208473,0.594353,1.041833,1.150023,0.496334
490,4.083333,1.102982,1.359153,0.7637,1.052589,1.501001,0.858411,1.078968,1.2075,0.589487,1.032308,1.148983,0.492189
491,4.091667,1.097801,1.358255,0.758014,1.049129,1.500456,0.853586,1.071057,1.206437,0.584754,1.02278,1.147915,0.488223
492,4.1,1.092607,1.35739,0.752655,1.045344,1.500081,0.848644,1.062964,1.205535,0.58007,1.013189,1.146907,0.484405
493,4.108333,1.08738,1.356614,0.747242,1.041589,1.499531,0.844087,1.054757,1.204523,0.575613,1.003465,1.145855,0.480724
494,4.116667,1.08171,1.355762,0.74203,1.037648,1.499089,0.839323,1.046465,1.203591,0.571209,0.99374,1.14494,0.477242
495,4.125,1.076012,1.355012,0.736998,1.033678,1.498707,0.83487,1.038163,1.202656,0.56696,0.983928,1.143939,0.473772
496,4.133333,1.069959,1.354254,0.732211,1.029637,1.498296,0.830384,1.029827,1.201946,0.562732,0.974134,1.143138,0.470501
497,4.141667,1.0639,1.353773,0.726293,1.025498,1.497709,0.826298,1.02136,1.200986,0.558857,0.964259,1.142341,0.467381
498,4.15,1.058128,1.353068,0.721859,1.021251,1.497509,0.821827,1.012846,1.200307,0.554884,0.954353,1.141458,0.4644
499,4.158333,1.052233,1.352465,0.717548,1.017165,1.497011,0.81785,1.004399,1.199595,0.551152,0.944493,1.140766,0.461562
500,4.166667,1.046392,1.35166,0.713257,1.012838,1.496628,0.8136,0.995966,1.198577,0.547426,0.934602,1.140056,0.458873
501,4.175,1.040489,1.351077,0.709051,1.008431,1.496335,0.809703,0.987334,1.19787,0.543924,0.924736,1.139401,0.456334
502,4.183333,1.034222,1.350552,0.704725,1.003952,1.495991,0.805535,0.978826,1.19733,0.540568,0.914782,1.138734,0.453892
503,4.191667,1.02838,1.350016,0.700626,0.999316,1.495795,0.801541,0.970127,1.196689,0.537354,0.904864,1.138191,0.451612
504,4.2,1.022045,1.349505,0.69647,0.994688,1.495494,0.797914,0.961477,1.196068,0.534283,0.894834,1.137574,0.449541
505,4.208333,1.015778,1.349089,0.692461,0.989868,1.495333,0.794176,0.952755,1.19568,0.5313,0.884951,1.137067,0.44754
506,4.216667,1.009368,1.348624,0.68859,0.985009,1.495163,0.790532,0.944169,1.19521,0.528482,0.875101,1.136636,0.445676
507,4.225,1.002953,1.348249,0.684831,0.980079,1.495063,0.786933,0.935449,1.194723,0.525664,0.86529,1.136212,0.443856
508,4.233333,0.996501,1.347912,0.681085,0.975105,1.49465,0.783732,0.926767,1.1943,0.523016,0.855517,1.135804,0.442113
509,4.241667,0.989997,1.347454,0.677452,0.970191,1.494639,0.780201,0.918188,1.19384,0.520445,0.845692,1.135375,0.440511
510,4.25,0.983504,1.347123,0.673795,0.965105,1.494142,0.777107,0.909527,1.1934,0.517927,0.835995,1.13508,0.438938
511,4.258333,0.97696,1.346556,0.670307,0.960107,1.49406,0.773617,0.900938,1.193024,0.515468,0.82633,1.134749,0.437387
512,4.266667,0.970316,1.346207,0.666947,0.954993,1.493396,0.770678,0.892267,1.192577,0.51309,0.816723,1.134374,0.435914
513,4.275,0.963831,1.345598,0.663467,0.949966,1.493083,0.767295,0.883603,1.192121,0.510785,0.807165,1.134097,0.434507
514,4.283333,0.957274,1.344992,0.660139,0.944939,1.492597,0.764073,0.875186,1.191627,0.508597,0.797645,1.133777,0.433186
515,4.291667,0.950793,1.34436,0.656915,0.939728,1.492017,0.761023,0.866596,1.191059,0.506433,0.788019,1.133364,0.431947
516,4.3,0.944409,1.343763,0.653579,0.934825,1.491302,0.757901,0.858163,1.190528,0.504301,0.778603,1.133063,0.430726
517,4.308333,0.937943,1.342968,0.650522,0.929667,1.490691,0.754904,0.849652,1.189952,0.502188,0.769207,1.132729,0.429559
518,4.316667,0.931564,1.34222,0.647374,0.924607,1.490027,0.751686,0.841316,1.189422,0.500184,0.759956,1.132379,0.42842
519,4.325,0.925181,1.341409,0.644399,0.919487,1.489151,0.748848,0.833103,1.188843,0.498241,0.750676,1.132087,0.427413
520,4.333333,0.918732,1.340641,0.641333,0.914476,1.488803,0.745681,0.824704,1.18825,0.496382,0.741528,1.131639,0.426438
521,4.341667,0.912357,1.339984,0.63836,0.909282,1.487996,0.742739,0.816555,1.187689,0.494564,0.73245,1.131333,0.425494
522,4.35,0.905952,1.339277,0.635534,0.90435,1.487693,0.739591,0.808291,1.18712,0.492845,0.723443,1.130862,0.424703
523,4.358333,0.89953,1.338629,0.632645,0.899443,1.487278,0.73651,0.800282,1.186568,0.491143,0.714493,1.130445,0.423948
524,4.366667,0.893262,1.338077,0.629772,0.894182,1.486947,0.733506,0.7923,1.186039,0.489518,0.705755,1.130053,0.423192
525,4.375,0.886913,1.337591,0.626948,0.889276,1.486824,0.730264,0.784336,1.185495,0.488037,0.697121,1.129578,0.422576
526,4.383333,0.880583,1.337225,0.624155,0.884061,1.486431,0.727531,0.77647,1.185081,0.486622,0.688487,1.129213,0.422119
527,4.391667,0.874362,1.336947,0.621363,0.878941,1.486643,0.724224,0.768641,1.184687,0.485211,0.679996,1.128768,0.421665
528,4.4,0.867964,1.336841,0.618567,0.873597,1.486669,0.721199,0.761032,1.184297,0.483865,0.671669,1.128436,0.421252
529,4.408333,0.861672,1.336601,0.615768,0.868383,1.486807,0.717964,0.753424,1.183945,0.482504,0.663291,1.128075,0.420913
530,4.416667,0.855402,1.336408,0.612994,0.86293,1.486906,0.714953,0.745773,1.183587,0.481192,0.655054,1.127808,0.420573
531,4.425,0.849134,1.336282,0.610148,0.85756,1.487203,0.711715,0.738286,1.183267,0.479862,0.64687,1.12746,0.420262
532,4.433333,0.842901,1.336079,0.607302,0.852199,1.487259,0.708708,0.730821,1.182985,0.478542,0.638738,1.127165,0.419959
533,4.441667,0.83662,1.335908,0.604452,0.846577,1.487275,0.705534,0.72337,1.182656,0.477199,0.630601,1.126795,0.419672
534,4.45,0.830238,1.335692,0.601484,0.841261,1.487455,0.702307,0.715983,1.182247,0.475855,0.622603,1.126391,0.419364
535,4.458333,0.823881,1.33543,0.59865,0.835661,1.487535,0.699049,0.708576,1.181872,0.47446,0.61458,1.125998,0.419079
536,4.466667,0.817545,1.335205,0.595715,0.83,1.48748,0.695967,0.701167,1.181491,0.473096,0.606721,1.125515,0.418671
537,4.475,0.811321,1.334789,0.592672,0.824313,1.487453,0.692729,0.693876,1.181122,0.471668,0.598704,1.125067,0.41839
538,4.483333,0.804868,1.334537,0.589774,0.818636,1.487375,0.689496,0.686541,1.180705,0.470193,0.590944,1.124558,0.41794
539,4.491667,0.798396,1.334306,0.586833,0.813159,1.487532,0.686062,0.679298,1.180257,0.46873,0.583181,1.124044,0.417534
540,4.5,0.791998,1.334075,0.583926,0.807414,1.487339,0.682942,0.672001,1.17981,0.467255,0.575401,1.123519,0.417126
541,4.508333,0.785443,1.333771,0.580975,0.801666,1.487355,0.679638,0.664834,1.179389,0.465721,0.567738,1.122939,0.416628
542,4.516667,0.778966,1.333542,0.578062,0.795908,1.487335,0.67623,0.657554,1.178905,0.464199,0.560078,1.122315,0.416152
543,4.525,0.772574,1.333289,0.575089,0.790118,1.487407,0.67289,0.650412,1.178433,0.462628,0.552514,1.12172,0.415559
544,4.533333,0.766131,1.33303,0.572212,0.784278,1.487086,0.669892,0.643225,1.177942,0.461061,0.545008,1.121021,0.414961
545,4.541667,0.759715,1.332786,0.569253,0.778382,1.487073,0.666534,0.636125,1.177377,0.459451,0.537537,1.12031,0.414336
546,4.55,0.753292,1.332469,0.566295,0.772468,1.487096,0.663071,0.62904,1.176773,0.457798,0.530139,1.119531,0.413684
547,4.558333,0.746839,1.332131,0.563363,0.766543,1.487148,0.659704,0.621963,1.176166,0.456189,0.522712,1.118787,0.412991
548,4.566667,0.740311,1.331823,0.560409,0.760586,1.486889,0.656603,0.614829,1.175567,0.454557,0.515277,1.117898,0.412344
549,4.575,0.733691,1.331485,0.557482,0.754534,1.486672,0.65342,0.607747,1.174907,0.452917,0.507926,1.117069,0.411606
550,4.583333,0.727054,1.331134,0.554497,0.748618,1.48672,0.649973,0.600662,1.174271,0.451241,0.500616,1.116253,0.410868
551,4.591667,0.720408,1.330728,0.551591,0.742476,1.486343,0.646789,0.593602,1.17363,0.44956,0.493307,1.115446,0.410088
552,4.6,0.713639,1.330358,0.548681,0.736242,1.485951,0.643516,0.586447,1.173017,0.447924,0.485976,1.114625,0.409297
553,4.608333,0.706934,1.329996,0.545793,0.730196,1.485897,0.639974,0.579351,1.17239,0.446264,0.47867,1.113793,0.408491
554,4.616667,0.700307,1.329661,0.542965,0.724183,1.485702,0.636946,0.572259,1.171802,0.444656,0.471339,1.11302,0.407743
555,4.625,0.693623,1.329322,0.540153,0.718293,1.485526,0.633985,0.565158,1.171232,0.443073,0.464022,1.11228,0.407001
556,4.633333,0.687026,1.32904,0.537468,0.712459,1.4856,0.630929,0.558086,1.17068,0.441477,0.456727,1.111638,0.406238
557,4.641667,0.680518,1.328769,0.534769,0.706726,1.485466,0.627852,0.551043,1.170187,0.439942,0.449456,1.11097,0.405515
558,4.65,0.674,1.328505,0.53218,0.700952,1.485534,0.624837,0.54401,1.169675,0.438407,0.442271,1.110312,0.404767
559,4.658333,0.667624,1.32828,0.529528,0.695176,1.485402,0.621831,0.537028,1.169196,0.436865,0.435078,1.109747,0.403991
560,4.666667,0.661246,1.328038,0.526873,0.689546,1.485602,0.618617,0.530072,1.168712,0.435386,0.427928,1.10919,0.403261
561,4.675,0.654944,1.32783,0.524139,0.683857,1.485205,0.615538,0.523178,1.16827,0.433849,0.420773,1.108616,0.402533
562,4.683333,0.648681,1.327581,0.521424,0.678166,1.485259,0.612421,0.51629,1.167853,0.432357,0.413636,1.108138,0.401849
563,4.691667,0.642402,1.327345,0.518659,0.672544,1.485269,0.609258,0.509398,1.167417,0.430799,0.406588,1.107713,0.401136
564,4.7,0.636204,1.327124,0.5159,0.666941,1.4849,0.606221,0.502505,1.167033,0.429288,0.3994,1.107247,0.400421
565,4.708333,0.630002,1.326865,0.513096,0.661292,1.485018,0.60297,0.495609,1.166665,0.427684,0.392217,1.106916,0.399691
566,4.716667,0.623823,1.326575,0.510288,0.655692,1.484702,0.599914,0.488669,1.16636,0.426078,0.384956,1.106608,0.398949
567,4.725,0.617628,1.326294,0.507468,0.65027,1.484253,0.596795,0.481652,1.166034,0.424462,0.377712,1.106374,0.398197
568,4.733333,0.611478,1.325941,0.504561,0.644753,1.484125,0.593533,0.474608,1.165834,0.422833,0.370379,1.106262,0.397389
569,4.741667,0.605288,1.325511,0.501693,0.63934,1.483759,0.590333,0.467521,1.165597,0.421166,0.362985,1.106177,0.396619
570,4.75,0.599107,1.325087,0.498824,0.63388,1.483324,0.587202,0.460449,1.165454,0.419494,0.35557,1.106262,0.395744
571,4.758333,0.592925,1.324666,0.495954,0.628549,1.482871,0.583889,0.453337,1.165319,0.4178,0.348206,1.106373,0.394916
572,4.766667,0.586785,1.324224,0.493018,0.623223,1.482567,0.580581,0.446184,1.165195,0.416068,0.340755,1.106484,0.394018
573,4.775,0.58057,1.32387,0.490158,0.617908,1.482329,0.577177,0.439039,1.165094,0.414364,0.333369,1.106554,0.393062
574,4.783333,0.574302,1.323574,0.487276,0.612475,1.482196,0.573782,0.431914,1.164973,0.412598,0.326046,1.106604,0.39209
575,4.791667,0.568053,1.32347,0.484403,0.60717,1.482335,0.570158,0.424828,1.164942,0.410884,0.318777,1.106614,0.391074
576,4.8,0.561703,1.32359,0.481548,0.601722,1.482562,0.566605,0.417799,1.164986,0.409111,0.311568,1.106631,0.390013
577,4.808333,0.555404,1.323901,0.478684,0.596149,1.482877,0.563056,0.410857,1.165071,0.407357,0.304442,1.106744,0.388862
578,4.816667,0.549008,1.324188,0.475845,0.590427,1.48315,0.55972,0.403958,1.165228,0.405603,0.297359,1.106918,0.387725
579,4.825,0.542533,1.324448,0.472957,0.584652,1.483355,0.556366,0.39707,1.165347,0.403781,0.290302,1.107248,0.386547
580,4.833333,0.536055,1.324536,0.469993,0.578545,1.483321,0.553254,0.390126,1.165523,0.401917,0.283018,1.107576,0.385303
581,4.841667,0.529506,1.324452,0.466981,0.572542,1.483248,0.550005,0.383148,1.165645,0.399954,0.275731,1.108016,0.384172
582,4.85,0.522913,1.324189,0.463988,0.566266,1.482902,0.547012,0.375974,1.165764,0.39803,0.268312,1.10837,0.383059
583,4.858333,0.516338,1.323761,0.460999,0.560114,1.482473,0.543894,0.368706,1.165865,0.396086,0.260921,1.108816,0.38197
584,4.866667,0.509662,1.323305,0.458138,0.553958,1.481965,0.540844,0.361426,1.165917,0.394172,0.253488,1.109179,0.380988
585,4.875,0.503011,1.32294,0.455285,0.547741,1.481579,0.537759,0.35416,1.165973,0.392323,0.246058,1.109455,0.379889
586,4.883333,0.496292,1.322702,0.45254,0.541646,1.481356,0.534733,0.346922,1.166048,0.390521,0.238757,1.109753,0.378773
587,4.891667,0.489521,1.322615,0.449938,0.53563,1.481245,0.531726,0.33972,1.166188,0.388803,0.231487,1.110016,0.377517
588,4.9,0.482738,1.322692,0.447449,0.529661,1.481419,0.528739,0.33264,1.166403,0.387061,0.224382,1.110293,0.376307
589,4.908333,0.476,1.322894,0.445032,0.523897,1.48141,0.525823,0.325742,1.166631,0.385302,0.217299,1.110651,0.374972
590,4.916667,0.469322,1.323182,0.442734,0.518069,1.481695,0.522948,0.3189,1.166929,0.38358,0.210256,1.111044,0.373606
591,4.925,0.462831,1.323518,0.44037,0.512328,1.481963,0.520044,0.31205,1.167285,0.381847,0.203366,1.111425,0.372167
592,4.933333,0.456385,1.323833,0.438045,0.506495,1.48235,0.517151,0.305255,1.167596,0.380069,0.196471,1.111867,0.370823
593,4.941667,0.450177,1.324183,0.435571,0.500675,1.482648,0.514275,0.298495,1.16788,0.378251,0.189595,1.112238,0.369394
594,4.95,0.443886,1.324473,0.433116,0.494721,1.483042,0.511423,0.291666,1.168205,0.376478,0.1827,1.112638,0.368049
595,4.958333,0.4376,1.324723,0.430582,0.488724,1.483314,0.508618,0.284907,1.168506,0.374684,0.175682,1.113042,0.366662
596,4.966667,0.431343,1.324957,0.427962,0.482611,1.483599,0.505853,0.278164,1.168817,0.372914,0.168839,1.11347,0.365339
597,4.975,0.42495,1.325142,0.425445,0.476337,1.483972,0.503137,0.271423,1.169094,0.371125,0.16203,1.113802,0.363984
598,4.983333,0.418563,1.325314,0.422836,0.47012,1.484029,0.50044,0.26465,1.169333,0.369286,0.155174,1.11412,0.362596
599,4.991667,0.412102,1.325397,0.420277,0.463717,1.484129,0.497801,0.257887,1.169542,0.367427,0.148336,1.114474,0.361075
600,5,0.405496,1.325414,0.41782,0.457317,1.484134,0.495139,0.251041,1.169704,0.365528,0.141444,1.114728,0.359577
601,5.008333,0.398874,1.325375,0.415326,0.450945,1.484014,0.492483,0.244217,1.169787,0.363527,0.134507,1.114989,0.357897
602,5.016667,0.392116,1.32524,0.412904,0.444531,1.483778,0.489815,0.237355,1.169792,0.361454,0.127559,1.115185,0.356245
603,5.025,0.385398,1.325024,0.410392,0.438102,1.483487,0.487162,0.230447,1.169812,0.359381,0.120618,1.115372,0.354481
604,5.033333,0.378552,1.324707,0.407999,0.431597,1.483128,0.484546,0.223414,1.169715,0.357302,0.113487,1.115491,0.352698
605,5.041667,0.371739,1.324364,0.40553,0.425157,1.482614,0.481944,0.216395,1.169619,0.355157,0.10637,1.115529,0.350864
606,5.05,0.364894,1.323944,0.403137,0.418634,1.482113,0.479347,0.209339,1.169464,0.352987,0.099163,1.11553,0.348928
607,5.058333,0.3581,1.323476,0.400709,0.412143,1.481444,0.47685,0.202205,1.169222,0.35079,0.092023,1.115434,0.347027
608,5.066667,0.351338,1.322954,0.398341,0.405785,1.480667,0.474298,0.195063,1.16897,0.348644,0.084854,1.115268,0.34507
609,5.075,0.344605,1.322436,0.395908,0.399324,1.479927,0.471821,0.187907,1.168655,0.346462,0.077594,1.11507,0.342992
610,5.083333,0.337855,1.321865,0.393561,0.39295,1.479183,0.469324,0.180808,1.168299,0.344222,0.070387,1.114855,0.340891
611,5.091667,0.331199,1.32125,0.39121,0.386547,1.478413,0.466882,0.173757,1.167905,0.342034,0.063215,1.11462,0.33874
612,5.1,0.324501,1.320617,0.388957,0.380137,1.477593,0.464444,0.16668,1.167438,0.339784,0.056104,1.114361,0.336449
613,5.108333,0.317943,1.319944,0.386645,0.373728,1.47685,0.462043,0.159726,1.167045,0.3375,0.049064,1.114112,0.334117
614,5.116667,0.311287,1.319286,0.384478,0.367294,1.476017,0.459679,0.152742,1.166556,0.33514,0.041985,1.113808,0.331709
615,5.125,0.304727,1.318571,0.382272,0.360807,1.475244,0.457315,0.145788,1.166053,0.332872,0.03494,1.113452,0.329301
616,5.133333,0.298105,1.317859,0.380112,0.354211,1.474611,0.45504,0.138902,1.165567,0.330467,0.027944,1.11312,0.326798
617,5.141667,0.291446,1.317209,0.378011,0.347779,1.473724,0.452771,0.131997,1.16514,0.328191,0.020962,1.112819,0.324377
