,,R_Foot,R_Foot,R_Foot,L_Foot,L_Foot,L_Foot,Lower_Trunk,Lower_Trunk,Lower_Trunk,R_Thigh,R_Thigh,R_Thigh,R_Shank,R_Shank,R_Shank,Mid_Trunk,Mid_Trunk,Mid_Trunk,L_Shank,L_Shank,L_Shank,R_Forearm,R_Forearm,R_Forearm,R_Hand,R_Hand,R_Hand,L_Hand,L_Hand,L_Hand,R_Arm,R_Arm,R_Arm,Upper_Trunk,Upper_Trunk,Upper_Trunk,Head,Head,Head,L_Forearm,L_Forearm,L_Forearm,L_Arm,L_Arm,L_Arm,L_Thigh,L_Thigh,L_Thigh
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1524,12.7,0.072998,0.182241,0.865437,0.079052,0.169892,0.645845,0.054368,1.163545,0.841597,0.127534,0.720598,0.936634,0.094018,0.368297,0.902321,0.061875,1.325315,0.90154,0.071456,0.363599,0.669788,0.250775,0.989985,1.104285,0.309134,0.825934,1.093169,0.204064,0.970599,0.553263,0.17479,1.272326,1.111188,0.104385,1.507803,0.958007,0.129529,1.689412,0.999249,0.158015,1.130166,0.623599,0.112843,1.407674,0.804826,0.089287,0.727015,0.7253
1525,12.708333,0.072912,0.182193,0.865378,0.079044,0.169894,0.645891,0.054342,1.163712,0.841331,0.127047,0.720909,0.936546,0.093621,0.368211,0.902403,0.061895,1.325532,0.90101,0.071391,0.363582,0.669798,0.250559,0.990409,1.104256,0.30885,0.826293,1.093385,0.204134,0.970296,0.553276,0.174653,1.272686,1.110697,0.104455,1.508127,0.957222,0.129644,1.689735,0.99817,0.158099,1.129977,0.623345,0.112843,1.407314,0.803747,0.089092,0.727038,0.725214
1526,12.716667,0.072841,0.182164,0.865331,0.079047,0.169909,0.645926,0.054312,1.163903,0.841044,0.126597,0.721219,0.936559,0.093189,0.368138,0.902518,0.061921,1.325767,0.900394,0.071305,0.363584,0.669822,0.250358,0.990833,1.104198,0.308543,0.826678,1.093641,0.204214,0.969985,0.553276,0.174544,1.273121,1.110288,0.10454,1.508438,0.956449,0.129655,1.690159,0.997631,0.158155,1.129809,0.623049,0.112843,1.406879,0.80261,0.088909,0.727077,0.725142
1527,12.725,0.072765,0.182137,0.865326,0.079042,0.169908,0.645976,0.054295,1.164065,0.840789,0.126188,0.72147,0.93659,0.092719,0.368084,0.902581,0.061962,1.325983,0.899788,0.07122,0.363575,0.669847,0.250161,0.991219,1.104103,0.308244,0.827037,1.093873,0.204302,0.969652,0.553291,0.174421,1.273584,1.109865,0.104599,1.508695,0.955693,0.12976,1.690496,0.996593,0.15822,1.129599,0.622751,0.112843,1.406416,0.801521,0.088732,0.727107,0.72508
1528,12.733333,0.072707,0.182102,0.865353,0.079039,0.169931,0.646011,0.054266,1.164241,0.840517,0.125776,0.721702,0.936655,0.092228,0.368097,0.902656,0.061997,1.326211,0.899242,0.071127,0.363578,0.66987,0.249942,0.991639,1.104031,0.307938,0.827443,1.09413,0.204401,0.969315,0.553313,0.17432,1.274048,1.109388,0.104648,1.509002,0.954925,0.129845,1.690888,0.995525,0.158295,1.129411,0.622495,0.112843,1.405952,0.800462,0.088561,0.727163,0.725016
1529,12.741667,0.072663,0.182065,0.865412,0.079043,0.169933,0.646029,0.05424,1.164399,0.840242,0.12533,0.721942,0.936732,0.091753,0.368165,0.902752,0.062039,1.326435,0.898658,0.071056,0.36357,0.669878,0.249739,0.99206,1.103951,0.307636,0.827857,1.094424,0.204521,0.968978,0.553363,0.1742,1.274531,1.108938,0.104686,1.50932,0.954082,0.130042,1.691162,0.993793,0.158382,1.129184,0.622235,0.112843,1.405469,0.799226,0.088411,0.727209,0.724928
1530,12.75,0.072614,0.182057,0.865462,0.079032,0.169935,0.646045,0.054218,1.164538,0.839935,0.12489,0.722177,0.93684,0.09129,0.368257,0.902861,0.062086,1.326643,0.898024,0.070975,0.363559,0.669828,0.249483,0.992563,1.103964,0.30737,0.828284,1.094707,0.204607,0.968679,0.553377,0.174071,1.275055,1.108403,0.104734,1.509579,0.95325,0.130096,1.691542,0.99288,0.158463,1.128993,0.621967,0.112843,1.404945,0.798097,0.088246,0.727239,0.724826
1531,12.758333,0.072584,0.182048,0.865495,0.07902,0.169933,0.64604,0.05422,1.164678,0.839605,0.124458,0.72238,0.936917,0.090881,0.368364,0.902989,0.06217,1.32682,0.897383,0.070913,0.363544,0.669763,0.249231,0.993055,1.103897,0.307064,0.828787,1.095006,0.204692,0.968384,0.553399,0.173929,1.275591,1.107888,0.104758,1.509846,0.952394,0.130054,1.692077,0.992275,0.158548,1.128838,0.621667,0.112843,1.404409,0.7969,0.088074,0.727282,0.724708
1532,12.766667,0.07258,0.182056,0.865494,0.079002,0.16992,0.646033,0.054219,1.164814,0.839216,0.124083,0.722551,0.937027,0.090525,0.368448,0.903112,0.062222,1.327035,0.896709,0.070831,0.363532,0.669681,0.249033,0.993516,1.103818,0.306809,0.829265,1.09525,0.204841,0.968051,0.55345,0.173773,1.276129,1.107363,0.104798,1.510123,0.95153,0.130098,1.692491,0.991146,0.158635,1.128701,0.621333,0.112843,1.403871,0.795697,0.087888,0.72731,0.724546
1533,12.775,0.072582,0.182062,0.865488,0.078986,0.169921,0.646017,0.054226,1.164948,0.838805,0.123704,0.722679,0.937119,0.090206,0.368541,0.903201,0.06226,1.327253,0.896007,0.070741,0.363515,0.669582,0.248801,0.994032,1.103813,0.30657,0.829693,1.095439,0.204993,0.967719,0.553486,0.173615,1.276713,1.106917,0.104818,1.51043,0.950621,0.130152,1.692882,0.98998,0.158743,1.128541,0.621016,0.112843,1.403287,0.794325,0.087695,0.727337,0.724351
1534,12.783333,0.072599,0.182074,0.865422,0.078976,0.169897,0.646,0.054255,1.165061,0.838385,0.123308,0.722803,0.937162,0.089944,0.368582,0.903243,0.062294,1.327465,0.895367,0.070661,0.363491,0.669471,0.248618,0.994523,1.103648,0.30635,0.830133,1.095615,0.205179,0.967353,0.55352,0.173492,1.277265,1.106382,0.104843,1.510698,0.949714,0.130322,1.693175,0.988201,0.158883,1.128368,0.620702,0.112843,1.402735,0.793046,0.08753,0.727351,0.724126
1535,12.791667,0.072599,0.182084,0.865323,0.078984,0.169883,0.645977,0.054289,1.165189,0.83792,0.122926,0.722932,0.937178,0.089729,0.368606,0.903239,0.062351,1.327693,0.894718,0.070567,0.363483,0.669349,0.248385,0.99508,1.103521,0.306085,0.830637,1.095803,0.205326,0.967022,0.553504,0.173352,1.277786,1.105768,0.104874,1.510976,0.948775,0.130284,1.693628,0.987489,0.159037,1.128183,0.620456,0.112843,1.402214,0.791782,0.087374,0.72737,0.723881
1536,12.8,0.072568,0.182071,0.865223,0.078976,0.169867,0.645961,0.054343,1.165321,0.837385,0.122553,0.723049,0.937101,0.089529,0.368563,0.903178,0.062379,1.327915,0.894038,0.070515,0.363454,0.669219,0.248126,0.995625,1.10349,0.30585,0.831093,1.095895,0.205504,0.966689,0.553497,0.173202,1.278335,1.105207,0.104916,1.511284,0.947789,0.130339,1.694003,0.986238,0.159198,1.127976,0.620161,0.112843,1.401665,0.790371,0.087266,0.727364,0.723638
1537,12.808333,0.072533,0.182057,0.865151,0.078987,0.169848,0.645945,0.054411,1.165434,0.836864,0.122218,0.723124,0.93696,0.089359,0.368491,0.903106,0.06239,1.328133,0.89335,0.070488,0.363424,0.669104,0.247891,0.996152,1.103401,0.305618,0.831551,1.095993,0.205671,0.966371,0.553432,0.173018,1.278886,1.104613,0.104937,1.51158,0.946827,0.130347,1.694342,0.984909,0.159361,1.127764,0.619804,0.112843,1.401114,0.789041,0.0872,0.727348,0.723385
1538,12.816667,0.072489,0.182036,0.865104,0.07898,0.169841,0.645934,0.054448,1.165546,0.836351,0.121915,0.723174,0.936763,0.089187,0.368409,0.903013,0.06239,1.328372,0.892546,0.070482,0.363391,0.66901,0.247682,0.996641,1.103144,0.305378,0.832046,1.096128,0.205864,0.966,0.553362,0.172819,1.279375,1.104052,0.104973,1.511835,0.945801,0.130476,1.694554,0.98301,0.159512,1.127513,0.619405,0.112843,1.400625,0.78755,0.087144,0.72734,0.723134
1539,12.825,0.072433,0.181998,0.86508,0.078972,0.169823,0.645917,0.054497,1.165664,0.835792,0.121631,0.72322,0.936571,0.088992,0.368355,0.902928,0.06237,1.328571,0.891792,0.07048,0.363356,0.668916,0.247509,0.997069,1.10288,0.305153,0.832501,1.096207,0.206092,0.965604,0.553292,0.172593,1.279881,1.103381,0.104976,1.512105,0.944762,0.13048,1.694906,0.981514,0.15971,1.127256,0.619057,0.112843,1.400119,0.786143,0.087094,0.727328,0.722887
1540,12.833333,0.072387,0.181976,0.865085,0.078969,0.169794,0.645904,0.054539,1.165785,0.835191,0.121402,0.723254,0.936359,0.088802,0.368324,0.902865,0.062352,1.328779,0.891039,0.070471,0.363324,0.66881,0.247287,0.997511,1.102655,0.304906,0.833005,1.096316,0.206313,0.965247,0.553167,0.172402,1.280351,1.102748,0.104998,1.512356,0.943701,0.130398,1.69524,0.980866,0.159873,1.126964,0.618664,0.112843,1.399649,0.784654,0.087042,0.72732,0.722643
1541,12.841667,0.072338,0.181944,0.865101,0.078949,0.169764,0.645871,0.054577,1.165875,0.834649,0.121229,0.723278,0.936095,0.088608,0.368328,0.902812,0.062326,1.328956,0.890276,0.070439,0.363284,0.668704,0.247043,0.997959,1.102472,0.304674,0.833472,1.096406,0.206577,0.964822,0.553048,0.172222,1.280813,1.102085,0.104982,1.512639,0.942661,0.130397,1.695521,0.979405,0.160057,1.126668,0.618187,0.112843,1.399187,0.783237,0.08698,0.727302,0.722374
1542,12.85,0.072303,0.181935,0.865125,0.078934,0.169714,0.645846,0.054601,1.165965,0.83407,0.121112,0.723321,0.935827,0.088448,0.368356,0.902771,0.062297,1.329092,0.889447,0.070378,0.363242,0.66858,0.246807,0.998435,1.102325,0.304495,0.833877,1.096409,0.206912,0.96431,0.552995,0.172031,1.281283,1.101437,0.104988,1.512904,0.941607,0.130429,1.695794,0.977972,0.160305,1.126376,0.617748,0.112843,1.398717,0.781777,0.086914,0.727286,0.722079
1543,12.858333,0.072312,0.18193,0.865127,0.078914,0.169675,0.645799,0.054624,1.166042,0.833475,0.121028,0.72336,0.935533,0.088338,0.368379,0.902701,0.062249,1.329276,0.888543,0.070312,0.363192,0.668431,0.246532,0.998966,1.102198,0.304312,0.834264,1.096407,0.207171,0.963854,0.552896,0.1718,1.281772,1.10073,0.104966,1.513134,0.940548,0.130476,1.696011,0.976567,0.160731,1.126073,0.617448,0.112843,1.398228,0.780366,0.086837,0.727224,0.721798
1544,12.866667,0.072314,0.181937,0.865107,0.078897,0.169619,0.645745,0.054641,1.166093,0.83288,0.120954,0.723398,0.935217,0.088293,0.368423,0.902596,0.06219,1.329398,0.887762,0.070262,0.363131,0.668267,0.246302,0.999406,1.101923,0.304108,0.834734,1.096437,0.207422,0.963401,0.552704,0.171517,1.282246,1.100005,0.104937,1.513347,0.939449,0.130493,1.696279,0.975024,0.161071,1.125777,0.617006,0.112843,1.397754,0.778893,0.086751,0.727142,0.721493
1545,12.875,0.072362,0.181947,0.865069,0.078895,0.169579,0.645706,0.054637,1.166146,0.832303,0.120889,0.723405,0.934894,0.088325,0.368454,0.902466,0.062148,1.329525,0.88691,0.070231,0.363042,0.668107,0.246068,0.999818,1.10167,0.303905,0.835207,1.096437,0.20771,0.962904,0.552527,0.171307,1.282704,1.099318,0.104913,1.51359,0.938305,0.130469,1.696548,0.973458,0.161323,1.125507,0.616556,0.112843,1.397296,0.777292,0.086661,0.727058,0.721186
1546,12.883333,0.072402,0.181975,0.865018,0.078895,0.16953,0.645675,0.054612,1.166166,0.831655,0.12085,0.723368,0.93454,0.08843,0.368461,0.902323,0.062058,1.329643,0.886029,0.070212,0.362967,0.667937,0.245813,1.000269,1.101408,0.303684,0.8357,1.096471,0.207953,0.962494,0.552271,0.171091,1.283172,1.098514,0.104843,1.51383,0.937132,0.130584,1.696673,0.971337,0.161663,1.125005,0.616228,0.112843,1.396828,0.77575,0.086558,0.72697,0.720888
1547,12.891667,0.072437,0.181987,0.864966,0.078907,0.169488,0.645661,0.054585,1.166191,0.831006,0.120823,0.723354,0.934221,0.088593,0.368422,0.902182,0.061989,1.329762,0.885111,0.070213,0.362872,0.667778,0.245621,1.000675,1.100905,0.303468,0.836163,1.096449,0.208243,0.962019,0.552088,0.170851,1.283612,1.09777,0.104774,1.51404,0.935981,0.130458,1.697067,0.970483,0.1619,1.124602,0.615772,0.112843,1.396388,0.774192,0.086476,0.726884,0.720601
1548,12.9,0.072479,0.182013,0.864905,0.078927,0.169452,0.645652,0.054555,1.166201,0.830394,0.120814,0.723338,0.9339,0.08877,0.36839,0.90205,0.061915,1.329918,0.884238,0.070216,0.362784,0.667652,0.245324,1.001171,1.100657,0.303207,0.836593,1.096346,0.208536,0.961493,0.551933,0.170549,1.284078,1.097065,0.104686,1.514288,0.934783,0.13044,1.697356,0.968976,0.16209,1.12427,0.615256,0.112843,1.395922,0.772501,0.086425,0.726798,0.720335
1549,12.908333,0.072506,0.182008,0.864833,0.078933,0.169418,0.645667,0.054493,1.166264,0.82972,0.120777,0.723366,0.933572,0.088916,0.368344,0.901939,0.061859,1.330101,0.883367,0.070225,0.362694,0.66758,0.245054,1.001631,1.100351,0.302952,0.837018,1.096266,0.208801,0.960975,0.551813,0.170242,1.284517,1.096236,0.104617,1.514522,0.933564,0.130544,1.697494,0.966955,0.162389,1.123829,0.614845,0.112843,1.395483,0.770892,0.086372,0.726727,0.72009
1550,12.916667,0.072507,0.182027,0.864784,0.078945,0.169396,0.645689,0.054427,1.166319,0.829037,0.120708,0.723428,0.933242,0.088991,0.368292,0.901815,0.061821,1.330245,0.882306,0.070215,0.362614,0.667532,0.244713,1.00215,1.100118,0.302704,0.837463,1.096148,0.209154,0.960397,0.551688,0.170001,1.284957,1.095478,0.10454,1.514753,0.932326,0.130395,1.69787,0.965912,0.162556,1.123498,0.614237,0.112843,1.395043,0.769174,0.086331,0.726674,0.71985
1551,12.925,0.072501,0.182014,0.864734,0.078948,0.169372,0.645722,0.054337,1.166391,0.828369,0.120612,0.723533,0.932924,0.088979,0.368247,0.901692,0.061769,1.330374,0.88132,0.070185,0.362534,0.6675,0.244428,1.002636,1.099702,0.302441,0.837931,1.095979,0.209417,0.959909,0.551513,0.16973,1.285396,1.094686,0.104435,1.51496,0.93106,0.13033,1.698175,0.964283,0.162775,1.1231,0.613699,0.112843,1.394604,0.767434,0.086302,0.726623,0.719619
1552,12.933333,0.072474,0.181999,0.864698,0.078958,0.169346,0.645737,0.054233,1.166458,0.827685,0.120458,0.723627,0.932569,0.088875,0.368225,0.901551,0.061702,1.330518,0.880327,0.070163,0.362464,0.66749,0.244202,1.002993,1.099091,0.302177,0.838433,1.095894,0.209652,0.959436,0.551306,0.169384,1.285816,1.09374,0.104315,1.515166,0.929774,0.13028,1.698475,0.962706,0.163037,1.122667,0.613217,0.112843,1.394184,0.765808,0.086311,0.72657,0.719349
1553,12.941667,0.072447,0.181977,0.864673,0.078979,0.169326,0.645775,0.054137,1.166537,0.826972,0.120281,0.723726,0.93222,0.088704,0.368214,0.901412,0.061633,1.330607,0.879312,0.070152,0.3624,0.667459,0.243939,1.003445,1.098658,0.30191,0.838897,1.095753,0.209914,0.958952,0.551098,0.169067,1.286297,1.092933,0.104217,1.515356,0.928465,0.130393,1.698703,0.960467,0.163254,1.122284,0.612597,0.112843,1.393703,0.763997,0.086333,0.726522,0.719071
1554,12.95,0.072404,0.181962,0.86466,0.078993,0.169294,0.645797,0.05406,1.166578,0.826335,0.1201,0.723808,0.931871,0.088464,0.368231,0.901274,0.06151,1.330755,0.878193,0.070154,0.362333,0.667399,0.243624,1.00397,1.098256,0.301638,0.839334,1.09551,0.210107,0.958507,0.550905,0.168765,1.286725,1.091987,0.10411,1.515592,0.927128,0.130236,1.699099,0.959552,0.163472,1.121961,0.61206,0.112843,1.393275,0.762269,0.086364,0.726459,0.718773
1555,12.958333,0.07238,0.18195,0.864636,0.079013,0.169252,0.645796,0.053792,1.166409,0.826218,0.119917,0.723884,0.931522,0.088211,0.368264,0.901145,0.061407,1.330915,0.877191,0.070163,0.362274,0.667317,0.243189,1.004586,1.098067,0.301345,0.839811,1.095311,0.210377,0.958024,0.550694,0.168437,1.287158,1.090974,0.104023,1.515799,0.925814,0.13013,1.699468,0.957826,0.163719,1.121647,0.61151,0.112843,1.392842,0.760654,0.0864,0.726402,0.718467
1556,12.966667,0.072347,0.181928,0.8646,0.079029,0.169204,0.645782,0.053688,1.166426,0.825487,0.119724,0.723985,0.931204,0.087973,0.368311,0.901042,0.06135,1.331062,0.876084,0.070202,0.362194,0.667211,0.242898,1.00494,1.097354,0.301002,0.840285,1.095125,0.210708,0.957517,0.550484,0.168067,1.287649,1.090029,0.103917,1.515979,0.924507,0.130019,1.699756,0.956246,0.163947,1.121325,0.610922,0.112843,1.392351,0.758985,0.086424,0.726342,0.718133
1557,12.975,0.072321,0.181932,0.864552,0.079028,0.169154,0.64577,0.053575,1.166458,0.824794,0.119498,0.724139,0.93088,0.087749,0.368358,0.900923,0.0613,1.331137,0.874967,0.070216,0.362126,0.667077,0.242527,1.005468,1.096942,0.30068,0.840769,1.094893,0.210987,0.957056,0.55029,0.167753,1.288102,1.089012,0.103814,1.516198,0.923141,0.130028,1.699969,0.953871,0.164223,1.120955,0.610455,0.112843,1.391898,0.75727,0.086431,0.726288,0.717785
1558,12.983333,0.072301,0.18192,0.86452,0.079018,0.169098,0.645745,0.053462,1.166501,0.824124,0.119275,0.724277,0.930544,0.087551,0.368385,0.900806,0.06126,1.33123,0.873856,0.070224,0.362054,0.666924,0.242234,1.0059,1.096377,0.300378,0.841273,1.094652,0.211277,0.956571,0.550066,0.167433,1.288581,1.088054,0.103699,1.516437,0.921789,0.129827,1.700394,0.952921,0.164504,1.120565,0.609958,0.112843,1.391419,0.755524,0.086448,0.726233,0.717417
1559,12.991667,0.072289,0.181902,0.864496,0.079006,0.169031,0.64571,0.05339,1.166548,0.823404,0.119058,0.7244,0.930223,0.087385,0.368412,0.90066,0.061203,1.331346,0.872759,0.070209,0.361998,0.666747,0.241827,1.006381,1.095979,0.300066,0.841722,1.094326,0.211536,0.956143,0.549837,0.16705,1.289092,1.087009,0.103576,1.516628,0.920434,0.129696,1.700675,0.951248,0.164702,1.120218,0.609337,0.112843,1.390908,0.753859,0.086447,0.726167,0.717055
1560,13,0.072278,0.1819,0.864469,0.078986,0.168976,0.645678,0.053294,1.166615,0.822677,0.118832,0.724502,0.929914,0.087251,0.368427,0.900525,0.061172,1.331463,0.871568,0.070186,0.361944,0.66657,0.241483,1.006809,1.095264,0.299713,0.842184,1.093987,0.211794,0.955747,0.549521,0.166746,1.289568,1.085963,0.103458,1.516843,0.919045,0.129547,1.700975,0.949478,0.164943,1.119849,0.608835,0.112843,1.390432,0.752127,0.086476,0.726097,0.716683
1561,13.008333,0.072284,0.181894,0.864427,0.078971,0.168919,0.645649,0.05319,1.16668,0.821932,0.118618,0.724575,0.929583,0.087142,0.368438,0.900402,0.061139,1.331593,0.870477,0.07017,0.361901,0.666407,0.241023,1.007404,1.094869,0.29929,0.842662,1.09371,0.212151,0.955232,0.549268,0.166447,1.290023,1.084874,0.103321,1.517058,0.917623,0.129444,1.701232,0.947806,0.165072,1.11956,0.608102,0.112843,1.389977,0.750372,0.086481,0.726028,0.716267
1562,13.016667,0.07229,0.181893,0.864372,0.078966,0.168855,0.645614,0.053116,1.166757,0.821123,0.118435,0.724628,0.929245,0.087071,0.368426,0.900273,0.061082,1.33172,0.869242,0.070171,0.361845,0.666229,0.240655,1.00789,1.094366,0.298911,0.843176,1.093376,0.212431,0.954828,0.548976,0.166089,1.290582,1.083877,0.1032,1.517262,0.916182,0.129338,1.70153,0.946029,0.165248,1.119262,0.607417,0.112843,1.389418,0.748487,0.086523,0.725972,0.715845
1563,13.025,0.072284,0.181876,0.864314,0.078964,0.168794,0.645591,0.05324,1.16708,0.81973,0.118257,0.724703,0.928953,0.086999,0.368426,0.900137,0.06106,1.331813,0.868021,0.070189,0.361788,0.666045,0.240251,1.008402,1.093674,0.298529,0.843705,1.093046,0.212764,0.954386,0.548711,0.16573,1.291073,1.082831,0.103069,1.517468,0.914689,0.129192,1.701803,0.944309,0.165434,1.118932,0.606687,0.112843,1.388927,0.746547,0.086582,0.725907,0.715405
1564,13.033333,0.072266,0.18187,0.864251,0.078965,0.168741,0.645588,0.053216,1.167097,0.818844,0.118058,0.724778,0.928632,0.086902,0.368386,0.899969,0.061022,1.331978,0.866818,0.070245,0.361721,0.665874,0.239822,1.008957,1.093176,0.298146,0.844165,1.092651,0.213147,0.953922,0.54844,0.165448,1.291588,1.081726,0.102963,1.517656,0.913152,0.129035,1.702063,0.942508,0.165648,1.11855,0.605983,0.112843,1.388412,0.744578,0.086646,0.725875,0.714997
1565,13.041667,0.072239,0.181855,0.864185,0.078979,0.168714,0.645567,0.05298,1.166905,0.818492,0.117852,0.724872,0.92832,0.086777,0.368375,0.899786,0.06104,1.332117,0.865519,0.070303,0.361651,0.665715,0.239411,1.009502,1.092658,0.297661,0.844638,1.092295,0.213452,0.95353,0.548053,0.165137,1.292096,1.080627,0.102847,1.517862,0.911658,0.12904,1.702219,0.939993,0.165934,1.118142,0.605368,0.112843,1.387904,0.742689,0.086747,0.725842,0.714568
1566,13.05,0.072216,0.181846,0.864117,0.078999,0.168669,0.645556,0.052,1.166769,0.819613,0.117615,0.724949,0.927933,0.086598,0.368361,0.899598,0.061039,1.33221,0.864164,0.070367,0.361598,0.665573,0.239088,1.009943,1.09181,0.297228,0.84515,1.091957,0.214406,0.952698,0.548033,0.164745,1.292611,1.079508,0.10275,1.518099,0.910091,0.128803,1.702595,0.938785,0.166094,1.117865,0.604616,0.112843,1.387389,0.740674,0.086834,0.725805,0.714124
1567,13.058333,0.072186,0.181852,0.864068,0.078998,0.168637,0.645548,0.052007,1.166829,0.818694,0.117325,0.725057,0.927465,0.086388,0.368365,0.899404,0.061058,1.332317,0.862887,0.070407,0.361544,0.665418,0.238653,1.01045,1.091136,0.296798,0.845734,1.091578,0.214642,0.952241,0.547724,0.164447,1.293134,1.078377,0.102649,1.518338,0.908567,0.128662,1.702845,0.936994,0.166375,1.117505,0.603982,0.112843,1.386866,0.738757,0.086918,0.72578,0.713669
1568,13.066667,0.07216,0.181844,0.864035,0.078992,0.168591,0.645549,0.051966,1.166921,0.81782,0.117046,0.72519,0.926996,0.086154,0.368397,0.899214,0.061082,1.332415,0.861553,0.070439,0.361463,0.665205,0.23823,1.011016,1.090541,0.296356,0.846227,1.09119,0.214797,0.951926,0.547115,0.164097,1.29362,1.077189,0.102546,1.518543,0.907036,0.128493,1.703109,0.935116,0.166563,1.117244,0.60316,0.112843,1.38638,0.736883,0.08697,0.725738,0.7132
1569,13.075,0.072138,0.181848,0.864001,0.079001,0.168538,0.64556,0.052909,1.167193,0.814724,0.116804,0.725344,0.926519,0.085921,0.368444,0.89901,0.061069,1.332615,0.860201,0.070449,0.361394,0.664957,0.237902,1.011454,1.089597,0.29584,0.846698,1.090777,0.214918,0.951637,0.546481,0.163688,1.294132,1.076089,0.102459,1.518784,0.905439,0.128376,1.703331,0.933245,0.166856,1.116891,0.602497,0.112843,1.385868,0.734789,0.086997,0.725689,0.712722
1570,13.083333,0.072112,0.181857,0.863957,0.078998,0.168493,0.645544,0.052901,1.167234,0.813728,0.116565,0.725511,0.926011,0.085692,0.368513,0.898786,0.061061,1.332741,0.858962,0.070428,0.361328,0.664718,0.237386,1.012043,1.089058,0.29538,0.847246,1.090391,0.21501,0.95138,0.545813,0.163392,1.294661,1.074825,0.102368,1.518999,0.903867,0.128242,1.703569,0.931401,0.167011,1.116573,0.601618,0.112843,1.385339,0.732909,0.086964,0.725649,0.712201
1571,13.091667,0.072103,0.181857,0.863908,0.078981,0.168444,0.645526,0.052917,1.167244,0.812752,0.116364,0.725641,0.925494,0.085504,0.368573,0.898568,0.061032,1.332849,0.857589,0.070401,0.361283,0.664468,0.236956,1.012601,1.088291,0.29495,0.847798,1.089913,0.215086,0.950936,0.545408,0.163073,1.295202,1.073668,0.10225,1.519204,0.90226,0.128079,1.703812,0.92948,0.167255,1.116162,0.600866,0.112843,1.384798,0.730852,0.086905,0.725601,0.71168
1572,13.1,0.072104,0.181862,0.863844,0.078982,0.168369,0.645493,0.052983,1.16726,0.811684,0.116161,0.725758,0.924906,0.085361,0.368601,0.898378,0.061012,1.332956,0.856204,0.070395,0.361212,0.664226,0.236571,1.013077,1.087399,0.294451,0.848324,1.089423,0.215324,0.950489,0.544792,0.162667,1.295754,1.072385,0.10214,1.519393,0.900575,0.127953,1.703985,0.927574,0.167422,1.115879,0.599861,0.112843,1.384246,0.728765,0.086871,0.725554,0.711096
1573,13.108333,0.072086,0.181858,0.86377,0.078969,0.168304,0.645463,0.053013,1.167341,0.810601,0.115979,0.725854,0.924304,0.085244,0.368628,0.898158,0.061013,1.333065,0.854896,0.07039,0.361142,0.663986,0.236108,1.013623,1.086733,0.293982,0.848806,1.088876,0.215508,0.950039,0.544191,0.16235,1.296336,1.071195,0.102058,1.519592,0.898906,0.127814,1.704271,0.925614,0.167665,1.115494,0.598964,0.112843,1.383664,0.726617,0.086863,0.725504,0.710521
1574,13.116667,0.072081,0.181865,0.863676,0.07895,0.168249,0.64543,0.053034,1.167374,0.809545,0.115808,0.725955,0.92372,0.085159,0.368635,0.897906,0.061057,1.33315,0.853353,0.07038,0.361072,0.663749,0.235678,1.014143,1.085788,0.293535,0.849344,1.088293,0.215684,0.949574,0.5436,0.161994,1.296844,1.069835,0.101962,1.519827,0.897186,0.127644,1.70449,0.923675,0.167807,1.115198,0.597951,0.112843,1.383156,0.724537,0.086869,0.725467,0.709893
1575,13.125,0.072083,0.181862,0.863602,0.078933,0.168196,0.645408,0.053043,1.167394,0.80851,0.115673,0.726014,0.923138,0.085099,0.368632,0.897622,0.061088,1.333279,0.851976,0.07036,0.361005,0.663506,0.235259,1.014666,1.084971,0.293039,0.849896,1.087787,0.215959,0.949084,0.542981,0.161599,1.297443,1.06859,0.101853,1.520015,0.895507,0.127578,1.704631,0.920884,0.168018,1.114802,0.59695,0.112843,1.382557,0.722424,0.086853,0.725451,0.709262
1576,13.133333,0.072079,0.181862,0.863502,0.078913,0.168138,0.645388,0.053106,1.167359,0.807384,0.115505,0.726069,0.922493,0.085049,0.368638,0.897308,0.061102,1.333381,0.850574,0.070342,0.360937,0.663275,0.234751,1.015371,1.08436,0.292527,0.850467,1.087204,0.216184,0.948587,0.542362,0.161288,1.29793,1.067221,0.101747,1.520217,0.89381,0.127323,1.70493,0.91954,0.168272,1.114375,0.596039,0.112843,1.38207,0.720399,0.08682,0.725453,0.708642
1577,13.141667,0.072079,0.181865,0.863377,0.078902,0.168081,0.645352,0.053117,1.167365,0.806299,0.115349,0.72608,0.921842,0.085016,0.368637,0.896964,0.061143,1.333439,0.849101,0.070331,0.360882,0.663025,0.234298,1.015882,1.083387,0.292062,0.850995,1.086593,0.216365,0.948136,0.541695,0.160942,1.298496,1.065882,0.10167,1.520453,0.892104,0.127147,1.705168,0.917375,0.16851,1.114031,0.594997,0.112843,1.381504,0.718326,0.086818,0.725402,0.708009
